,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
790724,528,3263,4,980038432,F,18,17,83843,White Men Can't Jump (1992),Comedy,False
186910,3148,104,3,968962072,M,18,20,72837,Happy Gilmore (1996),Comedy,False
814673,192,1183,5,977026340,M,18,1,10977,"English Patient, The (1996)",Drama|Romance|War,False
226882,2567,2987,4,973958487,M,25,0,06451,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
823659,2232,1464,2,974597717,M,25,14,60061,Lost Highway (1997),Mystery,False
441693,1329,1918,5,976832928,M,18,14,60194,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
385118,4101,25,4,965413401,M,18,4,23233,Leaving Las Vegas (1995),Drama|Romance,False
529047,3603,2012,1,966622569,F,35,7,78704,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
836108,1607,2575,3,974732289,M,45,1,02135,"Dreamlife of Angels, The (La Vie r�v�e des anges) (1998)",Drama,False
220116,3173,1387,3,968793799,M,25,12,55317,Jaws (1975),Action|Horror,False
424651,2493,1252,5,974104954,M,45,2,90631,Chinatown (1974),Film-Noir|Mystery|Thriller,False
461929,5448,3037,4,960052651,M,45,19,60626,Little Big Man (1970),Comedy|Drama|Western,False
44076,1685,1961,4,974718170,M,35,12,95833,Rain Man (1988),Drama,False
944934,1941,1515,3,974852445,M,35,17,94550,Volcano (1997),Drama|Thriller,False
185554,4058,1394,5,965492162,M,25,6,73118,Raising Arizona (1987),Comedy,False
588997,5397,3033,4,963525094,M,18,0,60451,Spaceballs (1987),Comedy|Sci-Fi,False
197930,5888,1580,3,957481809,M,25,20,64114,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
755965,1579,2144,3,981271882,M,25,0,60201,Sixteen Candles (1984),Comedy,False
341871,4227,1088,4,965321218,M,25,19,11414-2520,Dirty Dancing (1987),Musical|Romance,False
875311,3018,2401,3,970518709,M,35,0,45242,Pale Rider (1985),Western,False
392440,3990,367,4,965781850,M,25,16,17350,"Mask, The (1994)",Comedy|Crime|Fantasy,False
816580,3824,2565,3,992897238,M,25,17,32308,"King and I, The (1956)",Musical,False
686405,2771,1242,4,973104129,M,18,1,92037,Glory (1989),Action|Drama|War,False
316518,352,353,4,976332584,M,18,4,60115,"Crow, The (1994)",Action|Romance|Thriller,False
741592,6036,196,2,956754941,F,25,15,32603,Species (1995),Horror|Sci-Fi,False
539943,5364,1220,3,960523227,F,25,3,55408,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
243080,6037,296,5,956709983,F,45,1,76006,Pulp Fiction (1994),Crime|Drama,False
885429,5765,3390,4,958180996,M,25,11,44515,Shanghai Surprise (1986),Adventure,False
985994,3908,1484,5,965757142,M,25,0,10021,"Daytrippers, The (1996)",Mystery,False
819676,1722,2650,4,974706556,M,35,0,72058,"Ghost of Frankenstein, The (1942)",Horror,False
564333,1831,2598,3,974702337,M,18,4,53190,Pushing Tin (1999),Comedy,False
63807,2576,648,4,973899137,M,18,17,97030,Mission: Impossible (1996),Action|Adventure|Mystery,False
434483,1426,2133,4,974763220,M,18,14,94070,Adventures in Babysitting (1987),Adventure|Comedy,False
439680,591,592,1,975911845,M,25,0,76201,Batman (1989),Action|Adventure|Crime|Drama,False
823359,5626,3203,4,961488136,M,56,16,32043,Dead Calm (1989),Thriller,False
709867,877,2134,3,975271007,M,25,0,90631,Weird Science (1985),Comedy,False
394099,5349,223,3,960664230,F,50,2,97424,Clerks (1994),Comedy,False
534554,482,543,2,976222148,M,25,14,55305,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,False
846769,1820,1603,2,974698577,M,25,20,50265,Mimic (1997),Sci-Fi|Thriller,False
716103,1120,2671,3,1037338594,M,18,4,95616,Notting Hill (1999),Comedy|Romance,False
183416,92,1641,5,977647153,F,18,4,44243,"Full Monty, The (1997)",Comedy,False
352247,525,1221,5,976163499,M,35,6,19027,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
555141,225,2706,2,976831219,M,25,7,11215,American Pie (1999),Comedy,False
481831,2206,344,3,974605200,M,45,7,11201,Ace Ventura: Pet Detective (1994),Comedy,False
856923,2088,3555,4,974654437,M,50,7,60618,U-571 (2000),Action|Thriller,False
171752,4344,1784,3,966267301,M,25,1,44240,As Good As It Gets (1997),Comedy|Drama,False
535418,3270,3254,2,968197223,M,18,11,45220,Wayne's World 2 (1993),Comedy,False
728088,2643,1222,4,1031340922,M,45,17,99005,Full Metal Jacket (1987),Action|Drama|War,False
961397,952,213,4,975138110,M,56,16,97478,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,False
660432,1958,3526,4,974984464,F,25,1,17055,Parenthood (1989),Comedy|Drama,False
155091,1490,165,4,974771618,M,50,7,90505,Die Hard: With a Vengeance (1995),Action|Thriller,False
198487,5482,1049,3,959868569,M,18,7,10014,"Ghost and the Darkness, The (1996)",Action|Adventure,False
910064,2499,2670,5,974090641,M,50,0,36109,"Run Silent, Run Deep (1958)",War,False
177897,208,356,5,984512194,M,35,17,55432,Forrest Gump (1994),Comedy|Romance|War,False
558898,4277,3448,4,967111130,M,35,16,98133,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
490625,4480,858,5,965024675,M,25,0,94403,"Godfather, The (1972)",Action|Crime|Drama,False
49250,5099,260,2,962366770,M,18,0,02780,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
773614,5634,267,5,959010414,M,25,14,55406,Major Payne (1994),Comedy,False
291146,1803,2890,4,974702692,M,25,2,50021,Three Kings (1999),Drama|War,False
569075,927,441,1,975194347,F,25,20,91105,Dazed and Confused (1993),Comedy,False
279714,2168,1649,5,1007445137,M,1,10,60202,"Fast, Cheap & Out of Control (1997)",Documentary,False
646927,4287,2455,4,965276393,M,25,7,35244,"Fly, The (1986)",Horror|Sci-Fi,False
83189,4852,1253,5,962849929,M,35,0,42025,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
817142,3501,2206,5,966998261,F,35,7,30309,Suspicion (1941),Mystery|Thriller,False
64158,4117,648,5,965621650,M,18,4,43551,Mission: Impossible (1996),Action|Adventure|Mystery,False
859658,1399,1590,2,1008601121,M,18,17,10804,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
963564,2529,2240,4,974059164,F,35,9,95903,My Bodyguard (1980),Drama,False
142509,4932,2571,4,962650700,M,25,7,63303,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
892791,1068,2606,2,974951309,F,18,4,77581,Idle Hands (1999),Comedy|Horror,False
202083,1628,1378,3,974718893,M,18,20,90028,Young Guns (1988),Action|Comedy|Western,False
733099,1632,1267,4,974719089,M,25,16,94120,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
551849,3860,1676,3,965860582,M,45,17,44129,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
71501,1605,1210,4,975384151,F,18,0,28270,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
153479,5113,163,4,971969151,M,25,0,55408,Desperado (1995),Action|Romance|Thriller,False
948644,5831,2665,3,982106075,M,25,1,92120,Earth Vs. the Flying Saucers (1956),Sci-Fi,False
416328,1467,3916,4,976562103,M,25,5,97007,Remember the Titans (2000),Drama,False
77021,2847,3578,2,1028958563,M,18,4,10027,Gladiator (2000),Action|Drama,False
606982,2302,500,2,974497696,M,50,12,48104,Mrs. Doubtfire (1993),Comedy,False
21157,4081,2797,4,965440815,M,18,12,19403,Big (1988),Comedy|Fantasy,False
212759,3065,2081,4,971149855,F,18,4,48135,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
749611,1267,1212,5,974827580,M,25,15,12203,"Third Man, The (1949)",Mystery|Thriller,False
959175,4277,535,3,965290947,M,35,16,98133,Short Cuts (1993),Drama,False
494399,5686,2407,1,958683178,M,56,16,60610,Cocoon (1985),Comedy|Sci-Fi,False
49955,1447,1028,5,981021399,M,18,4,80521,Mary Poppins (1964),Children's|Comedy|Musical,False
391344,5490,2699,3,959816160,M,45,17,80907,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
788736,1436,612,1,974759758,F,50,6,97005,"Pallbearer, The (1996)",Comedy,False
94436,134,3256,3,978038484,M,25,0,66212,Patriot Games (1992),Action|Thriller,False
287121,2643,908,3,973562789,M,45,17,99005,North by Northwest (1959),Drama|Thriller,False
706651,4715,1694,3,963444998,M,25,2,97205,"Apostle, The (1997)",Drama,False
868404,889,35,2,975254527,M,45,20,10024,Carrington (1995),Drama|Romance,False
297035,1542,1089,2,974746713,M,18,17,12054,Reservoir Dogs (1992),Crime|Thriller,False
149375,4567,3809,4,964639176,M,18,4,98105,What About Bob? (1991),Comedy,False
70993,541,1210,4,976125045,F,18,4,5849574,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
527124,4276,971,3,965296470,F,45,0,96821,Cat on a Hot Tin Roof (1958),Drama,False
765130,2164,3506,4,974616666,M,35,0,95826,North Dallas Forty (1979),Comedy|Drama,False
946409,629,3883,1,975783394,F,1,10,48154,Catfish in Black Bean Sauce (2000),Comedy|Drama,False
579047,4591,3479,4,964304870,M,25,15,02143,Ladyhawke (1985),Adventure|Fantasy|Romance,False
514559,1675,2005,3,975242526,F,25,6,97116,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
628185,970,1185,3,975220939,M,25,0,27615,My Left Foot (1989),Drama,False
457080,4918,3608,3,962675238,F,18,12,84107,Pee-wee's Big Adventure (1985),Comedy,False
594853,2637,3005,1,973658134,F,35,20,44303,"Bone Collector, The (1999)",Thriller,False
528684,1630,2012,3,974724939,M,45,17,91355,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
423581,2472,2054,3,974253732,M,25,18,37922,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
380214,4277,555,5,965290807,M,35,16,98133,True Romance (1993),Action|Crime|Romance,False
955406,2372,3865,4,974592652,F,45,7,01602,"Original Kings of Comedy, The (2000)",Comedy|Documentary,False
367777,202,1701,2,976938101,M,18,4,53706,Deconstructing Harry (1997),Comedy|Drama,False
656540,3512,302,4,967482979,M,18,17,02140,Queen Margot (La Reine Margot) (1994),Drama|Romance,False
690231,53,1407,4,977974218,M,25,0,96931,Scream (1996),Horror|Thriller,False
139012,4662,2359,3,963866474,F,18,4,84109,Waking Ned Devine (1998),Comedy,False
47849,2237,260,4,974596688,F,35,6,14905,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
961096,5493,3813,3,967496900,M,35,12,96797,Interiors (1978),Drama,False
727544,4387,3835,2,965247979,F,18,4,63109,"Crush, The (1993)",Thriller,False
759036,1605,372,4,974929239,F,18,0,28270,Reality Bites (1994),Comedy|Drama,False
819964,5008,2303,4,965220317,M,25,20,60615,Nashville (1975),Drama|Musical,False
707420,1509,3000,4,974833364,M,1,0,11803,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,False
728483,4323,1222,5,965248688,M,18,4,82072,Full Metal Jacket (1987),Action|Drama|War,False
384556,846,25,4,984455993,M,25,5,80209,Leaving Las Vegas (1995),Drama|Romance,False
154398,3822,21,3,965943729,M,45,20,98027,Get Shorty (1995),Action|Comedy|Drama,False
535863,516,2529,3,976280648,F,56,14,55033,Planet of the Apes (1968),Action|Sci-Fi,False
453077,1348,1282,4,974772651,F,1,10,04240,Fantasia (1940),Animation|Children's|Musical,False
515338,2020,1204,3,974678610,M,25,7,45011,Lawrence of Arabia (1962),Adventure|War,False
623523,1875,2805,1,974701013,M,35,12,94107,Mickey Blue Eyes (1999),Comedy|Romance,False
250639,996,50,5,975103535,M,25,17,98102,"Usual Suspects, The (1995)",Crime|Thriller,False
509879,5312,2000,4,962157748,M,25,1,10463,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
212380,832,2081,4,975363120,M,18,2,19464,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
34748,3154,1566,4,968907265,F,25,4,95616,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
896889,1273,2750,4,974816717,M,35,2,19123,Radio Days (1987),Comedy|Drama,False
837573,2340,3549,4,974505928,M,35,2,48104,Guys and Dolls (1955),Musical,False
827245,1879,1061,5,974694787,M,25,4,29732,Sleepers (1996),Crime|Drama,False
387514,4867,1810,4,962896923,M,25,16,04101,Primary Colors (1998),Drama,False
506730,5985,2431,3,960648890,F,18,4,78705-5221,Patch Adams (1998),Comedy|Drama,False
32518,5361,1721,4,960520057,F,50,16,92026,Titanic (1997),Drama|Romance,False
123912,1545,1372,2,974745769,M,25,20,20009,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
967218,149,391,3,993153972,M,25,1,29205,Jason's Lyric (1994),Crime|Drama,False
714866,889,185,2,975249696,M,45,20,10024,"Net, The (1995)",Sci-Fi|Thriller,False
471668,524,2174,4,976169600,M,18,0,91320,Beetlejuice (1988),Comedy|Fantasy,False
270950,4585,1921,4,964324754,M,35,7,30324,Pi (1998),Sci-Fi|Thriller,False
234213,1150,506,3,974874072,F,25,20,75226,Orlando (1993),Drama,False
852299,3313,1620,4,970706204,M,35,20,90292,Kiss the Girls (1997),Crime|Drama|Thriller,False
272037,3652,1923,5,966460542,M,25,12,94608,There's Something About Mary (1998),Comedy,False
521158,5167,2948,5,962854880,M,18,15,06114,From Russia with Love (1963),Action,False
541748,3807,2968,2,965965536,F,35,19,32095,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
995847,2109,200,3,974668418,M,25,16,13090,"Tie That Binds, The (1995)",Thriller,False
991175,1764,484,3,974705848,M,18,0,75149,Lassie (1994),Adventure|Children's,False
474215,4957,1374,4,962636698,M,25,2,48197,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
867272,6000,909,3,956879460,M,45,17,30075,"Apartment, The (1960)",Comedy|Drama,False
424554,1943,1252,5,974693524,M,18,4,91501,Chinatown (1974),Film-Noir|Mystery|Thriller,False
879309,3507,336,2,967334005,M,25,0,02472,"Walking Dead, The (1995)",Drama|War,False
763748,3308,2558,3,967994988,F,18,20,15701-1348,Forces of Nature (1999),Comedy|Romance,False
759713,2860,2352,2,974150321,M,35,17,20009,"Big Chill, The (1983)",Comedy|Drama,False
588207,121,3033,5,977459163,M,35,7,75229,Spaceballs (1987),Comedy|Sci-Fi,False
530316,2761,1215,4,973147501,M,35,6,80917,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
144030,5614,1917,4,964400701,M,25,0,12833,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,False
964774,5268,3394,1,961171400,F,25,2,68502,Blind Date (1987),Comedy|Romance,False
636263,1726,3576,4,974710109,M,25,2,60160,"Hidden, The (1987)",Action|Horror|Sci-Fi,False
572876,216,3362,2,976865350,M,45,13,52761,Dog Day Afternoon (1975),Comedy|Crime|Drama,False
987607,746,1382,1,975468918,F,18,19,95019,Marked for Death (1990),Action|Drama,False
766994,2395,804,4,1019503797,M,35,7,08021,She's the One (1996),Comedy|Romance,False
587752,3695,2572,5,966304007,M,25,2,98502,10 Things I Hate About You (1999),Comedy|Romance,False
471198,3701,1371,2,966326739,M,35,1,92614,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
17238,1494,2791,5,974749234,M,25,17,38104,Airplane! (1980),Comedy,False
615522,1055,2605,2,974952495,M,35,0,91505,Entrapment (1999),Crime|Thriller,False
641360,2077,1206,5,979970786,M,18,0,55112,"Clockwork Orange, A (1971)",Sci-Fi,False
127301,1712,590,5,980390394,M,25,0,73003,Dances with Wolves (1990),Adventure|Drama|Western,False
373212,3430,3173,3,969149404,F,45,1,15208,Any Given Sunday (1999),Drama,False
300561,4482,1449,4,965099408,F,35,1,94044,Waiting for Guffman (1996),Comedy,False
763432,4480,3426,4,965028511,M,25,0,94403,Jungle Fever (1991),Drama|Romance,False
321246,5198,34,3,961685403,F,18,4,55118,Babe (1995),Children's|Comedy|Drama,False
161909,6037,457,4,956718797,F,45,1,76006,"Fugitive, The (1993)",Action|Thriller,False
686429,2913,1242,3,971766993,F,35,20,98119,Glory (1989),Action|Drama|War,False
757461,4482,2245,4,965017668,F,35,1,94044,Working Girl (1988),Comedy|Drama,False
291630,4607,2890,4,964197583,M,25,0,27403,Three Kings (1999),Drama|War,False
165386,2063,3418,4,974668409,M,25,4,43138,Thelma & Louise (1991),Action|Drama,False
135810,5787,1198,5,984189926,M,25,20,90802,Raiders of the Lost Ark (1981),Action|Adventure,False
969395,2205,639,2,974605921,F,25,7,10016,Girl 6 (1996),Comedy,False
483520,4387,923,3,965276110,F,18,4,63109,Citizen Kane (1941),Drama,False
867730,4928,2829,3,962664090,F,25,3,92103,"Muse, The (1999)",Comedy|Drama,False
467793,5888,1294,3,957480090,M,25,20,64114,M*A*S*H (1970),Comedy|War,False
628229,1569,1185,5,974739189,F,56,13,07701,My Left Foot (1989),Drama,False
166628,3821,1385,2,975780401,M,25,20,44313,Under Siege (1992),Action,False
443432,2116,1271,4,974857063,M,18,4,49546,Fried Green Tomatoes (1991),Drama,False
174887,4467,318,5,1032406315,F,50,6,15333,"Shawshank Redemption, The (1994)",Drama,False
510507,2564,2001,4,973969669,F,35,20,43230,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
82479,2402,3035,4,974262078,M,45,17,32024,Mister Roberts (1955),Comedy|Drama|War,False
200666,263,733,5,976651555,F,25,7,22304,"Rock, The (1996)",Action|Adventure|Thriller,False
518160,4054,2946,3,965506669,M,35,3,68122,Help! (1965),Comedy|Musical,False
234601,1667,1250,4,974710461,M,50,16,98516,"Bridge on the River Kwai, The (1957)",Drama|War,False
297656,4379,1089,4,965180312,M,25,4,27278,Reservoir Dogs (1992),Crime|Thriller,False
978443,4172,1482,4,965332874,M,35,7,19901,"Van, The (1996)",Comedy|Drama,False
518864,424,2009,4,1023111048,M,25,17,55112,Soylent Green (1973),Sci-Fi|Thriller,False
212745,3018,2081,4,970519623,M,35,0,45242,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
797732,4215,3683,3,965317604,M,25,7,77006,Blood Simple (1984),Drama|Film-Noir,False
9400,2089,2804,4,974654712,M,35,17,17601,"Christmas Story, A (1983)",Comedy|Drama,False
575451,2820,999,3,972663498,F,35,0,02138,2 Days in the Valley (1996),Crime,False
603769,2016,1608,4,974674805,F,56,2,20783,Air Force One (1997),Action|Thriller,False
342382,1164,912,5,1030388133,F,25,19,90020,Casablanca (1942),Drama|Romance|War,False
273025,3693,2580,3,966377633,M,25,15,94062,Go (1999),Crime,False
704146,5491,3752,3,963874371,M,18,7,10016,"Me, Myself and Irene (2000)",Comedy,False
543713,3389,2393,2,967515728,M,18,0,13603,Star Trek: Insurrection (1998),Action|Sci-Fi,False
92653,149,1188,5,988680095,M,25,1,29205,Strictly Ballroom (1992),Comedy|Romance,False
855623,1418,2546,4,974761584,M,18,4,48197,"Deep End of the Ocean, The (1999)",Drama,False
28335,3217,2340,5,968454142,F,35,0,92630,Meet Joe Black (1998),Romance,False
139675,4274,95,4,965301831,F,45,1,04258,Broken Arrow (1996),Action|Thriller,False
816787,1912,154,3,1013478486,M,25,4,91325,Belle de jour (1967),Drama,False
626174,1281,1179,3,974793579,M,25,19,97209,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
681188,3945,2020,4,965688468,F,45,1,96778,Dangerous Liaisons (1988),Drama|Romance,False
420467,5530,3358,3,959993560,F,18,4,63141,Defending Your Life (1991),Comedy|Romance,False
226870,2507,2987,5,974076288,M,25,4,94107,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
624027,735,2761,4,975478612,M,25,14,04240,"Iron Giant, The (1999)",Animation|Children's,False
461421,319,3037,4,976421718,F,50,6,33436,Little Big Man (1970),Comedy|Drama|Western,False
357349,1812,508,5,974707144,F,25,12,48103,Philadelphia (1993),Drama,False
106001,824,2852,4,975378663,M,35,12,94530,"Soldier's Story, A (1984)",Drama,False
583595,2129,3745,4,974643756,M,25,5,04103,Titan A.E. (2000),Adventure|Animation|Sci-Fi,False
853181,2223,3157,3,974602843,M,25,2,60123,Stuart Little (1999),Children's|Comedy,False
781033,517,1541,4,976202287,F,25,14,55408,Addicted to Love (1997),Comedy|Romance,False
115933,1884,3699,3,974693725,M,45,20,93108,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
590677,235,2920,4,983248329,M,25,0,98153,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,False
991982,3829,1798,2,965941251,F,25,1,22307,Hush (1998),Thriller,False
733835,1215,1199,5,974842479,M,35,17,23602,Brazil (1985),Sci-Fi,False
9132,1000,2804,4,975042337,F,25,6,90027,"Christmas Story, A (1983)",Comedy|Drama,False
544371,5675,3198,4,958742365,M,35,14,30030,Papillon (1973),Drama,False
930495,4585,631,4,964326316,M,35,7,30324,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,False
494935,2059,2193,1,974754063,M,35,0,44130,Willow (1988),Action|Adventure|Fantasy,False
259790,3158,2716,4,993072266,M,25,15,15217,Ghostbusters (1984),Comedy|Horror,False
781599,4470,3219,5,965065692,M,35,12,15089,Pacific Heights (1990),Thriller,False
880482,1317,2827,3,974841852,M,45,7,98028,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,False
990803,2857,1332,3,972505439,M,25,0,10469,"Believers, The (1987)",Horror|Thriller,False
916096,1113,3317,4,986584241,M,18,4,97215,Wonder Boys (2000),Comedy|Drama,False
559889,161,2076,5,977221460,M,45,16,98107-2117,Blue Velvet (1986),Drama|Mystery,False
718550,647,3052,5,975714374,M,35,12,85224,Dogma (1999),Comedy,False
429841,963,587,2,975207474,M,25,0,48197,Ghost (1990),Comedy|Romance|Thriller,False
268338,3557,2291,3,966806812,M,18,5,48185,Edward Scissorhands (1990),Drama|Romance,False
484571,2567,924,5,973958350,M,25,0,06451,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
316300,4786,3499,4,963000591,M,45,6,22630,Misery (1990),Horror,False
808673,1068,2747,3,975016197,F,18,4,77581,"Little Shop of Horrors, The (1960)",Comedy|Horror,False
5171,3490,2355,4,967048432,M,25,0,74136,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
847331,5345,2334,3,960671647,F,25,17,80003,"Siege, The (1998)",Action|Thriller,False
492101,1272,1967,4,974818473,M,18,20,49506,Labyrinth (1986),Adventure|Children's|Fantasy,False
361860,3127,58,4,969306722,F,25,0,10003,"Postino, Il (The Postman) (1994)",Drama|Romance,False
26143,757,527,5,975456842,M,25,12,97401,Schindler's List (1993),Drama|War,False
966250,1449,308,3,976313217,M,35,20,17112,Three Colors: White (1994),Drama,False
537945,5763,1586,1,958835923,F,25,1,08904,G.I. Jane (1997),Action|Drama|War,False
903925,4946,2788,5,962642457,F,35,1,91106,And Now for Something Completely Different (1971),Comedy,False
277429,876,3176,4,975272283,M,25,4,43202,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
261528,5,2289,4,978244568,M,25,20,55455,"Player, The (1992)",Comedy|Drama,False
472279,3178,2174,3,993166706,F,35,5,44313,Beetlejuice (1988),Comedy|Fantasy,False
889958,2174,1611,3,974613381,M,50,12,87505,My Own Private Idaho (1991),Drama,False
541685,3529,2968,3,966897853,F,45,1,97361,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
103261,2629,589,5,973626149,M,25,11,15237,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
644927,3589,2526,2,1019403081,F,45,0,80010,Meteor (1979),Sci-Fi,False
689045,749,1258,4,975460800,M,35,18,56303,"Shining, The (1980)",Horror,False
201769,5312,733,5,960924194,M,25,1,10463,"Rock, The (1996)",Action|Adventure|Thriller,False
672310,1135,1391,4,974880842,M,50,13,98201,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
530597,4335,1215,3,965239085,M,35,0,74011,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
463040,5758,3039,4,958308151,F,50,1,29642,Trading Places (1983),Comedy,False
131490,945,1552,4,975163277,M,45,7,49345,Con Air (1997),Action|Adventure|Thriller,False
45538,4819,1962,5,962928191,M,35,18,17350,Driving Miss Daisy (1989),Drama,False
503178,3981,2863,4,965627797,F,45,0,97701,"Hard Day's Night, A (1964)",Comedy|Musical,False
763355,2120,3426,4,976242297,M,1,0,02780,Jungle Fever (1991),Drama|Romance,False
819658,5755,1348,4,958265911,F,35,2,78744,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,False
45497,4451,1962,3,965091913,M,25,14,30101,Driving Miss Daisy (1989),Drama,False
25355,4950,1270,4,962639817,M,25,16,55421,Back to the Future (1985),Comedy|Sci-Fi,False
610100,3756,1702,4,966101828,M,18,12,53188,Flubber (1997),Children's|Comedy|Fantasy,False
353981,1072,2336,3,974941260,F,35,7,07601,Elizabeth (1998),Drama,False
792066,5779,94,4,958165726,M,25,5,10011,Beautiful Girls (1996),Drama,False
864352,987,1821,4,975099036,F,35,17,48098,"Object of My Affection, The (1998)",Comedy|Romance,False
752812,2489,2118,3,974143630,F,35,9,37843,"Dead Zone, The (1983)",Horror|Thriller,False
532346,3675,3688,3,966369559,M,35,7,06680,Porky's (1981),Comedy,False
648636,5831,2613,3,957893927,M,25,1,92120,Night of the Comet (1984),Action|Horror|Sci-Fi,False
572126,4277,2106,4,967111394,M,35,16,98133,Swing Kids (1993),Drama|War,False
259796,3167,2716,4,968818378,M,25,2,77056,Ghostbusters (1984),Comedy|Horror,False
39443,3945,2762,5,965694032,F,45,1,96778,"Sixth Sense, The (1999)",Thriller,False
860967,3596,3011,5,966631021,F,35,4,19104,"They Shoot Horses, Don't They? (1969)",Drama,False
34618,1391,1566,3,974770476,M,35,15,20723,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
119071,5709,480,3,961729654,M,18,4,90024,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
600542,3151,2676,5,968916949,F,25,0,92870,Instinct (1999),Drama|Thriller,False
656864,5233,232,4,977444612,M,25,5,97213,Eat Drink Man Woman (1994),Comedy|Drama,False
887233,4934,580,4,1004566173,F,25,0,55108,Princess Caraboo (1994),Drama,False
568384,2020,440,4,974676371,M,25,7,45011,Dave (1993),Comedy|Romance,False
633690,3389,198,2,967515602,M,18,0,13603,Strange Days (1995),Action|Crime|Sci-Fi,False
598849,587,3535,3,975947098,M,25,20,92649,American Psycho (2000),Comedy|Horror|Thriller,False
112064,3299,515,3,968037137,F,25,4,19119,"Remains of the Day, The (1993)",Drama,False
504653,3054,3668,3,970616920,M,18,4,44056,Romeo and Juliet (1968),Drama|Romance,False
273571,2205,3386,3,974604848,F,25,7,10016,JFK (1991),Drama|Mystery,False
282448,3622,2599,3,966570121,M,18,1,02446,Election (1999),Comedy,False
974599,5273,3475,4,961113709,M,56,20,91030,"Place in the Sun, A (1951)",Drama|Romance,False
358739,2380,3148,4,980547051,M,25,4,22903,"Cider House Rules, The (1999)",Drama,False
670687,4685,1960,3,963645093,M,35,1,55454,"Last Emperor, The (1987)",Drama|War,False
22357,3416,2321,3,967401699,M,25,12,20850,Pleasantville (1998),Comedy,False
661429,2100,2083,4,974671382,F,25,0,24017,"Muppet Christmas Carol, The (1992)",Children's|Musical,False
993254,4704,3817,1,963587750,M,18,20,02601,"Other Side of Sunday, The (S�ndagsengler) (1996)",Comedy|Drama,False
833743,3999,2383,1,965577319,M,35,17,30701,Police Academy 6: City Under Siege (1989),Comedy,False
12743,6000,919,3,956879065,M,45,17,30075,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
